,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Rc3h1,2.03E-39,0.120134139,0.397,0.307,5.44E-35,4,Rc3h1
Trim59,2.04E-39,0.110123006,0.41,0.32,5.48E-35,4,Trim59
Btbd8,2.23E-39,0.119514977,0.353,0.267,5.99E-35,4,Btbd8
Trim2.1,2.31E-39,-0.221906601,0.796,0.788,6.20E-35,4,Trim2
Crebbp.1,2.32E-39,-0.120718996,0.503,0.465,6.23E-35,4,Crebbp
Ccser1.2,2.38E-39,-0.412519291,0.413,0.46,6.38E-35,4,Ccser1
Pcdh9,2.67E-39,0.117149068,1,0.999,7.16E-35,4,Pcdh9
Epn2,3.60E-39,0.103892615,0.695,0.59,9.66E-35,4,Epn2
Shisa4.1,4.46E-39,0.116154319,0.398,0.31,1.20E-34,4,Shisa4
Sort1,4.62E-39,0.103500254,0.553,0.453,1.24E-34,4,Sort1
Cnp.2,4.70E-39,-0.132544859,0.407,0.38,1.26E-34,4,Cnp
Ube2d1.1,4.85E-39,-0.207098091,0.487,0.484,1.30E-34,4,Ube2d1
Arhgap35,4.94E-39,-0.112098678,0.309,0.277,1.33E-34,4,Arhgap35
Map4k5.2,6.38E-39,0.167540365,0.654,0.539,1.71E-34,4,Map4k5
Cdc42se2.1,7.02E-39,-0.249054836,0.383,0.399,1.88E-34,4,Cdc42se2
Ptma.3,7.13E-39,-0.285368425,0.351,0.38,1.91E-34,4,Ptma
Rab40c,7.14E-39,-0.158246321,0.531,0.509,1.92E-34,4,Rab40c
Kif3a,8.43E-39,0.127664171,0.391,0.3,2.26E-34,4,Kif3a
Psat1,8.77E-39,0.133679708,0.263,0.188,2.35E-34,4,Psat1
Cep97.1,1.27E-38,-0.29273434,0.341,0.373,3.40E-34,4,Cep97
Kansl1,1.29E-38,-0.112076457,0.602,0.559,3.47E-34,4,Kansl1
Nf1.2,1.43E-38,-0.113802141,0.581,0.54,3.83E-34,4,Nf1
Gse1,1.49E-38,0.144669811,0.398,0.305,3.99E-34,4,Gse1
Ambra1,1.65E-38,-0.101532873,0.517,0.474,4.44E-34,4,Ambra1
Fbxl17,2.16E-38,0.107588769,0.544,0.444,5.80E-34,4,Fbxl17
Scamp5.2,2.34E-38,0.120310462,0.415,0.326,6.28E-34,4,Scamp5
Braf,2.36E-38,-0.168727142,0.373,0.355,6.32E-34,4,Braf
Slc9a9,3.07E-38,-0.166178241,0.43,0.408,8.23E-34,4,Slc9a9
Clk4,3.38E-38,0.107340266,0.511,0.414,9.06E-34,4,Clk4
Aig1.2,4.30E-38,0.149565005,0.639,0.528,1.15E-33,4,Aig1
Slc6a1.1,5.04E-38,-0.160651854,0.27,0.254,1.35E-33,4,Slc6a1
Gm16759,5.18E-38,0.173716382,0.254,0.173,1.39E-33,4,Gm16759
Ctif.1,6.28E-38,-0.228525711,0.297,0.301,1.69E-33,4,Ctif
Atp8b1.1,7.00E-38,-0.305103928,0.323,0.355,1.88E-33,4,Atp8b1
Lrrc8d,9.24E-38,0.161233079,0.45,0.35,2.48E-33,4,Lrrc8d
Atp1b3,1.09E-37,-0.207906401,0.347,0.344,2.92E-33,4,Atp1b3
Htra1,1.52E-37,-0.336050383,0.223,0.262,4.08E-33,4,Htra1
Gpr37.1,2.19E-37,-0.219371786,0.345,0.353,5.88E-33,4,Gpr37
Ssh2.1,2.37E-37,0.165831249,0.828,0.726,6.35E-33,4,Ssh2
Lrrc8b.2,2.81E-37,-0.179295191,0.413,0.398,7.54E-33,4,Lrrc8b
Atxn2.1,2.82E-37,0.117112798,0.445,0.352,7.55E-33,4,Atxn2
Zfyve1,3.77E-37,0.155825975,0.34,0.252,1.01E-32,4,Zfyve1
Gm16168,4.14E-37,-0.10952965,0.801,0.739,1.11E-32,4,Gm16168
Ddx17,4.91E-37,0.135939127,0.716,0.609,1.32E-32,4,Ddx17
Tasor,5.26E-37,0.134991991,0.53,0.428,1.41E-32,4,Tasor
Tbc1d23,5.51E-37,0.115145578,0.27,0.198,1.48E-32,4,Tbc1d23
1500004A13Rik,6.06E-37,-0.106807355,0.539,0.5,1.63E-32,4,1500004A13Rik
Iffo1,7.61E-37,0.16843757,0.252,0.173,2.04E-32,4,Iffo1
Myrf,8.05E-37,-0.115476348,0.399,0.374,2.16E-32,4,Myrf
Ncam2.1,8.18E-37,0.243636873,0.9,0.829,2.20E-32,4,Ncam2
Lrrn1.1,9.95E-37,0.114451617,0.366,0.281,2.67E-32,4,Lrrn1
Rtkn.2,1.14E-36,-0.317664856,0.221,0.261,3.05E-32,4,Rtkn
Hsp90aa1.3,1.29E-36,-0.27077058,0.27,0.286,3.47E-32,4,Hsp90aa1
Bach2.2,1.37E-36,-0.306295066,0.317,0.336,3.68E-32,4,Bach2
Otulin.1,1.48E-36,0.184616866,0.375,0.279,3.97E-32,4,Otulin
Phf20,1.72E-36,0.124495799,0.379,0.292,4.61E-32,4,Phf20
Atp2b1,1.79E-36,-0.169890151,0.448,0.428,4.81E-32,4,Atp2b1
Ncoa1,1.88E-36,-0.111446079,0.476,0.436,5.03E-32,4,Ncoa1
Tex2.1,2.54E-36,-0.247596282,0.315,0.333,6.83E-32,4,Tex2
Wnk1.1,2.63E-36,0.145867954,0.861,0.767,7.06E-32,4,Wnk1
Bicral.2,4.19E-36,-0.191964333,0.331,0.323,1.12E-31,4,Bicral
Stmn4.1,5.26E-36,0.118573778,0.507,0.413,1.41E-31,4,Stmn4
Pnn,7.64E-36,0.109081034,0.385,0.3,2.05E-31,4,Pnn
Gm12353,7.87E-36,0.110105995,0.332,0.25,2.11E-31,4,Gm12353
Myo9a,7.96E-36,0.121233372,0.568,0.466,2.14E-31,4,Myo9a
Fry,9.28E-36,0.166385383,0.336,0.247,2.49E-31,4,Fry
Akap9.1,1.03E-35,0.134636877,0.488,0.39,2.76E-31,4,Akap9
Dnajc6,1.15E-35,-0.160385688,0.451,0.432,3.09E-31,4,Dnajc6
Sgk1.1,1.20E-35,-0.301651995,0.385,0.41,3.22E-31,4,Sgk1
N4bp2l2,1.21E-35,-0.104158871,0.338,0.308,3.25E-31,4,N4bp2l2
Glul.1,1.31E-35,-0.1663117,0.403,0.387,3.52E-31,4,Glul
Atad2b,1.59E-35,-0.112361344,0.475,0.446,4.28E-31,4,Atad2b
Psme4,1.60E-35,-0.181438472,0.406,0.397,4.28E-31,4,Psme4
Cst3.1,2.23E-35,-0.291633409,0.35,0.366,5.97E-31,4,Cst3
Rhobtb3,2.39E-35,0.117877705,0.273,0.201,6.42E-31,4,Rhobtb3
Zbtb16.1,2.47E-35,-0.255035987,0.355,0.364,6.62E-31,4,Zbtb16
Ints6l,2.54E-35,0.147371515,0.297,0.217,6.82E-31,4,Ints6l
Gpm6b.1,5.09E-35,0.156956209,0.942,0.882,1.37E-30,4,Gpm6b
Mobp.1,9.62E-35,0.170516824,0.931,0.866,2.58E-30,4,Mobp
Arrdc3,1.03E-34,0.106910014,0.512,0.417,2.76E-30,4,Arrdc3
Cpeb4.1,1.22E-34,-0.126230476,0.284,0.265,3.27E-30,4,Cpeb4
St3gal3,1.29E-34,-0.128735482,0.544,0.509,3.47E-30,4,St3gal3
Lpgat1,1.43E-34,-0.131023552,0.701,0.667,3.85E-30,4,Lpgat1
Dock10.1,1.66E-34,-0.210958439,0.986,0.982,4.46E-30,4,Dock10
Rere,1.87E-34,0.156836757,0.88,0.793,5.01E-30,4,Rere
A330076H08Rik,1.88E-34,0.179885088,0.264,0.184,5.05E-30,4,A330076H08Rik
Gm37494.1,1.90E-34,-0.161235029,0.278,0.27,5.11E-30,4,Gm37494
Fmn1.1,2.10E-34,-0.405563258,0.247,0.307,5.62E-30,4,Fmn1
Parm1,2.21E-34,0.174270586,0.287,0.205,5.94E-30,4,Parm1
Bbs9,2.90E-34,0.107265635,0.294,0.222,7.78E-30,4,Bbs9
Rab2a,4.09E-34,-0.147671953,0.36,0.346,1.10E-29,4,Rab2a
Zfand3,4.88E-34,-0.13631876,0.392,0.374,1.31E-29,4,Zfand3
Scaf11.1,5.32E-34,-0.231903403,0.262,0.277,1.43E-29,4,Scaf11
Pacrg,5.97E-34,-0.135391639,0.805,0.754,1.60E-29,4,Pacrg
Pip4k2a.2,6.77E-34,0.129571726,0.841,0.747,1.82E-29,4,Pip4k2a
Rcan2.1,8.09E-34,-0.241462284,0.453,0.459,2.17E-29,4,Rcan2
Slc25a12,1.12E-33,0.144532501,0.324,0.242,3.00E-29,4,Slc25a12
Mbd5,1.62E-33,0.111044298,0.569,0.472,4.35E-29,4,Mbd5
Trappc10,1.85E-33,0.119651325,0.389,0.307,4.97E-29,4,Trappc10
Bmp2k,1.89E-33,0.104505602,0.479,0.391,5.07E-29,4,Bmp2k
Kdm2a,2.21E-33,-0.106794507,0.366,0.336,5.94E-29,4,Kdm2a
Pllp,2.32E-33,-0.20083582,0.288,0.296,6.24E-29,4,Pllp
Sox10,3.36E-33,-0.11374588,0.475,0.445,9.02E-29,4,Sox10
Il1rapl1,3.39E-33,-0.202003217,0.74,0.709,9.11E-29,4,Il1rapl1
Samd4.1,3.69E-33,-0.251355343,0.489,0.498,9.89E-29,4,Samd4
Rassf8,6.08E-33,0.133843386,0.324,0.243,1.63E-28,4,Rassf8
Bcas3,8.02E-33,0.125214375,0.698,0.598,2.15E-28,4,Bcas3
Vwa8,8.34E-33,0.110391075,0.271,0.201,2.24E-28,4,Vwa8
Rapgef2.1,9.46E-33,-0.209643881,0.306,0.305,2.54E-28,4,Rapgef2
Glt8d1,1.45E-32,0.122116259,0.277,0.206,3.89E-28,4,Glt8d1
Med13,1.72E-32,-0.122003984,0.291,0.271,4.61E-28,4,Med13
Srgap2,1.73E-32,0.115317207,0.294,0.22,4.63E-28,4,Srgap2
Zdhhc14,2.14E-32,-0.141351561,0.8,0.772,5.74E-28,4,Zdhhc14
Papola,2.29E-32,-0.118164029,0.354,0.329,6.15E-28,4,Papola
Hid1.1,2.44E-32,-0.25347498,0.241,0.266,6.54E-28,4,Hid1
Insyn2a.1,3.64E-32,-0.325444779,0.239,0.281,9.76E-28,4,Insyn2a
Thra,4.52E-32,-0.13576921,0.439,0.421,1.21E-27,4,Thra
Hltf,4.85E-32,0.114718097,0.265,0.197,1.30E-27,4,Hltf
Ube2e2,4.87E-32,-0.170875232,0.861,0.834,1.31E-27,4,Ube2e2
Gm10863.2,5.64E-32,-0.22391481,0.37,0.369,1.51E-27,4,Gm10863
Csmd3.1,5.97E-32,-0.201122844,0.945,0.928,1.60E-27,4,Csmd3
Bcas1os2.1,8.12E-32,-0.196427621,0.317,0.315,2.18E-27,4,Bcas1os2
Tenm2.1,1.04E-31,-0.385851111,0.476,0.492,2.78E-27,4,Tenm2
Snx24.1,1.23E-31,-0.235794679,0.291,0.298,3.31E-27,4,Snx24
Negr1,2.06E-31,0.151421905,0.397,0.305,5.54E-27,4,Negr1
Fam126a,2.20E-31,-0.116307366,0.324,0.302,5.91E-27,4,Fam126a
Rdx,3.36E-31,-0.11055036,0.367,0.34,9.01E-27,4,Rdx
Pias1,3.37E-31,-0.128188202,0.338,0.323,9.03E-27,4,Pias1
Mag.1,4.08E-31,0.106622384,0.921,0.849,1.10E-26,4,Mag
Srebf2,4.82E-31,0.111819473,0.301,0.229,1.29E-26,4,Srebf2
Ctnnd2.1,7.32E-31,-0.254921728,0.322,0.324,1.96E-26,4,Ctnnd2
Srrm2.1,7.89E-31,-0.112580729,0.766,0.728,2.12E-26,4,Srrm2
Frmd4a.2,8.38E-31,-0.609468921,0.303,0.304,2.25E-26,4,Frmd4a
Dusp16.1,1.36E-30,-0.266682399,0.274,0.305,3.65E-26,4,Dusp16
Heatr3,1.52E-30,0.113343141,0.275,0.206,4.09E-26,4,Heatr3
Chd7,1.74E-30,-0.128185229,0.514,0.492,4.68E-26,4,Chd7
Car2.2,2.97E-30,0.116953924,0.846,0.759,7.97E-26,4,Car2
Smurf2.1,3.53E-30,-0.315278843,0.23,0.271,9.47E-26,4,Smurf2
Ddhd1.1,3.70E-30,-0.169868808,0.269,0.263,9.92E-26,4,Ddhd1
Lrrfip2,5.58E-30,0.114338329,0.286,0.217,1.50E-25,4,Lrrfip2
Rev3l,6.05E-30,-0.138155731,0.41,0.389,1.62E-25,4,Rev3l
Tmem108.2,6.69E-30,-0.182695068,0.276,0.254,1.79E-25,4,Tmem108
Ywhaq,8.06E-30,-0.100383084,0.587,0.551,2.16E-25,4,Ywhaq
9130019P16Rik.1,8.12E-30,-0.303638871,0.246,0.272,2.18E-25,4,9130019P16Rik
Galnt6.2,2.46E-29,0.141048562,0.381,0.299,6.60E-25,4,Galnt6
Gm11659.1,3.75E-29,-0.257493949,0.325,0.354,1.01E-24,4,Gm11659
Fermt2,3.94E-29,-0.10013024,0.319,0.295,1.06E-24,4,Fermt2
Tsc22d3,5.60E-29,-0.185457439,0.283,0.281,1.50E-24,4,Tsc22d3
Ptpdc1,1.21E-28,0.122263953,0.261,0.195,3.25E-24,4,Ptpdc1
Pdxdc1,1.23E-28,0.108488696,0.329,0.257,3.30E-24,4,Pdxdc1
Ptk2,1.37E-28,-0.113436466,0.784,0.754,3.69E-24,4,Ptk2
Phyhipl,1.55E-28,-0.153641949,0.265,0.255,4.16E-24,4,Phyhipl
D1Ertd622e,1.78E-28,-0.101793651,0.25,0.23,4.77E-24,4,D1Ertd622e
Nxpe3.1,1.96E-28,-0.262992531,0.242,0.269,5.25E-24,4,Nxpe3
Ino80d,3.80E-28,-0.107825676,0.253,0.235,1.02E-23,4,Ino80d
Clock,4.41E-28,-0.109015985,0.408,0.383,1.18E-23,4,Clock
4930512B01Rik,4.52E-28,0.113428666,0.268,0.201,1.21E-23,4,4930512B01Rik
Gm19522,5.25E-28,0.128848674,0.281,0.212,1.41E-23,4,Gm19522
Cobll1,5.50E-28,-0.102179178,0.547,0.512,1.47E-23,4,Cobll1
Ikzf2,5.75E-28,-0.148500706,0.324,0.307,1.54E-23,4,Ikzf2
Mysm1,1.10E-27,-0.100564066,0.299,0.274,2.96E-23,4,Mysm1
Zfp609.1,1.37E-27,-0.238385953,0.344,0.36,3.67E-23,4,Zfp609
Aebp2,1.39E-27,-0.134336524,0.269,0.26,3.72E-23,4,Aebp2
Pde1c.1,2.05E-27,-0.282861996,0.388,0.411,5.50E-23,4,Pde1c
Cald1.1,2.43E-27,-0.186779353,0.272,0.272,6.51E-23,4,Cald1
Nalcn.1,2.48E-27,-0.111988385,0.331,0.306,6.67E-23,4,Nalcn
Lrrc28.1,2.53E-27,-0.185848804,0.284,0.285,6.78E-23,4,Lrrc28
Mnat1,3.86E-27,0.140912798,0.265,0.195,1.04E-22,4,Mnat1
Ppm1b,4.31E-27,-0.127408161,0.273,0.262,1.16E-22,4,Ppm1b
Sbf1,5.50E-27,-0.106156704,0.305,0.288,1.48E-22,4,Sbf1
9330182L06Rik,1.15E-26,0.100450961,0.386,0.311,3.08E-22,4,9330182L06Rik
Mboat2.1,1.15E-26,-0.290103464,0.251,0.286,3.10E-22,4,Mboat2
Ttr,1.60E-26,-0.219240855,0.255,0.247,4.31E-22,4,Ttr
1110051M20Rik,1.89E-26,-0.155734821,0.322,0.309,5.07E-22,4,1110051M20Rik
Asap1,1.92E-26,-0.102590187,0.287,0.261,5.16E-22,4,Asap1
Kctd16.1,2.36E-26,-0.360806897,0.282,0.321,6.35E-22,4,Kctd16
Tecr.1,2.79E-26,-0.103049147,0.289,0.269,7.49E-22,4,Tecr
Psmd14,4.01E-26,-0.105835818,0.265,0.246,1.08E-21,4,Psmd14
Mxi1,4.25E-26,-0.122066635,0.255,0.239,1.14E-21,4,Mxi1
Trp53bp2,9.51E-26,-0.110066203,0.253,0.24,2.55E-21,4,Trp53bp2
Hecw2.1,1.32E-25,-0.159238871,0.925,0.906,3.54E-21,4,Hecw2
Ahi1,1.32E-25,-0.106311048,0.288,0.264,3.55E-21,4,Ahi1
Arhgef11,3.02E-25,-0.137395702,0.276,0.263,8.10E-21,4,Arhgef11
Pkp4,3.05E-25,0.134572672,0.82,0.738,8.18E-21,4,Pkp4
Celf2.1,3.61E-25,-0.375823744,0.293,0.34,9.68E-21,4,Celf2
Sppl3,4.30E-25,-0.104648133,0.273,0.254,1.16E-20,4,Sppl3
Clasp2,1.13E-24,0.103219418,0.946,0.895,3.02E-20,4,Clasp2
Kcnip4.1,1.35E-24,-0.426210132,0.223,0.291,3.61E-20,4,Kcnip4
Galnt5,2.10E-24,0.129798118,0.313,0.243,5.63E-20,4,Galnt5
Cfl2,3.38E-24,-0.133755196,0.252,0.245,9.07E-20,4,Cfl2
Tet3.1,4.54E-24,-0.160842936,0.295,0.293,1.22E-19,4,Tet3
Retreg3,6.45E-24,-0.10930942,0.262,0.253,1.73E-19,4,Retreg3
Nufip2.1,1.17E-23,-0.142501186,0.26,0.255,3.15E-19,4,Nufip2
Klc1,1.56E-23,-0.113709491,0.278,0.268,4.18E-19,4,Klc1
Kcnq3,2.32E-23,0.122866698,0.898,0.832,6.23E-19,4,Kcnq3
Limch1,2.72E-23,0.113615828,0.904,0.84,7.29E-19,4,Limch1
Ninj2,1.34E-22,-0.121774137,0.575,0.547,3.59E-18,4,Ninj2
Myo5a,1.41E-22,-0.136611585,0.297,0.29,3.77E-18,4,Myo5a
Slc22a17,1.25E-21,-0.102353148,0.263,0.247,3.35E-17,4,Slc22a17
Cept1,1.26E-21,0.123512771,0.257,0.196,3.39E-17,4,Cept1
Gm42418.1,6.18E-21,-0.2063353,0.979,0.978,1.66E-16,4,Gm42418
Gtdc1,7.06E-21,-0.131823921,0.338,0.32,1.90E-16,4,Gtdc1
Eef1a1.2,8.16E-21,-0.117094081,0.262,0.254,2.19E-16,4,Eef1a1
Ankub1.1,1.14E-20,-0.157292668,0.254,0.253,3.07E-16,4,Ankub1
Arid2,1.38E-20,-0.128934696,0.265,0.259,3.71E-16,4,Arid2
Nrg3.1,1.98E-20,-0.353906148,0.23,0.276,5.32E-16,4,Nrg3
Glrb,2.07E-20,-0.139188774,0.286,0.281,5.56E-16,4,Glrb
Tbc1d5.1,7.54E-20,-0.106492618,0.912,0.883,2.02E-15,4,Tbc1d5
Sox2ot,2.00E-19,-0.142772247,0.964,0.952,5.36E-15,4,Sox2ot
Tnfaip6,2.91E-19,-0.151807892,0.332,0.335,7.81E-15,4,Tnfaip6
Magi2.1,4.14E-19,-0.147601798,0.998,0.998,1.11E-14,4,Magi2
Cacna2d1.2,4.70E-18,-0.180188459,0.269,0.267,1.26E-13,4,Cacna2d1
Syt1.1,1.43E-17,-0.253568914,0.256,0.278,3.84E-13,4,Syt1
Gm37240.1,2.09E-17,-0.147935203,0.282,0.274,5.62E-13,4,Gm37240
Ralyl.2,3.58E-16,-0.234487052,0.26,0.27,9.62E-12,4,Ralyl
Tmem132b,1.15E-15,-0.130789412,0.316,0.311,3.09E-11,4,Tmem132b
Lsamp.1,3.26E-15,-0.375843679,0.536,0.552,8.74E-11,4,Lsamp
Ndst4.1,1.23E-14,-0.110934838,0.301,0.285,3.30E-10,4,Ndst4
Ptprd,1.70E-13,-0.128606902,0.999,0.995,4.55E-09,4,Ptprd
Mast4.1,1.94E-13,-0.108061606,0.991,0.98,5.20E-09,4,Mast4
Gria4.1,1.79E-12,-0.208524683,0.359,0.372,4.79E-08,4,Gria4
C4b,8.34E-08,0.183906314,0.375,0.325,0.002239039,4,C4b
Xist,1.39E-05,0.140601208,0.487,0.454,0.373617894,4,Xist
Nckap5,0,3.599083251,0.812,0.084,0,5,Nckap5
Pcdh7,0,2.982576141,0.846,0.09,0,5,Pcdh7
Kank1,0.00E+00,1.946888061,0.541,0.011,3.36E-305,5,Kank1
Man1a,9.71E-298,2.608712162,0.814,0.113,2.61E-293,5,Man1a
Synpr.1,3.11E-285,2.906912795,0.83,0.148,8.35E-281,5,Synpr
Prom1,8.76E-249,1.641091988,0.333,0.001,2.35E-244,5,Prom1
Gm5087,1.08E-240,1.650018484,0.553,0.03,2.91E-236,5,Gm5087
Prickle1.3,3.34E-227,1.898826797,0.953,0.443,8.95E-223,5,Prickle1
Nfasc.3,3.71E-227,1.777253343,0.993,0.838,9.96E-223,5,Nfasc
Tmem163,1.28E-216,2.416560113,0.752,0.125,3.42E-212,5,Tmem163
Plekha1.3,1.87E-200,1.496771607,0.971,0.554,5.00E-196,5,Plekha1
Dgki.3,6.07E-185,-2.119819605,0.4,0.855,1.63E-180,5,Dgki
Ptpro,7.15E-183,1.245657913,0.365,0.01,1.92E-178,5,Ptpro
Ablim2.3,1.35E-176,1.515290058,0.942,0.475,3.61E-172,5,Ablim2
Cntn1,1.13E-173,2.441815593,0.633,0.106,3.03E-169,5,Cntn1
Spock3.3,3.67E-171,-2.925165994,0.065,0.649,9.85E-167,5,Spock3
Ust,4.70E-167,1.973069526,0.658,0.105,1.26E-162,5,Ust
Neat1.1,1.75E-166,-1.442236337,0.541,0.929,4.70E-162,5,Neat1
Mical3.2,4.30E-161,1.847563151,0.803,0.351,1.15E-156,5,Mical3
Ttyh1,3.22E-158,0.654231086,0.474,0.085,8.64E-154,5,Ttyh1
Auts2.3,1.61E-156,1.466992443,0.989,0.807,4.31E-152,5,Auts2
Gm4221,1.50E-155,1.490782496,0.553,0.069,4.03E-151,5,Gm4221
Magi2.2,6.92E-152,-0.685956888,0.996,0.998,1.86E-147,5,Magi2
Smurf1,1.21E-146,1.342731068,0.579,0.089,3.25E-142,5,Smurf1
Bmp1,2.42E-142,0.849300902,0.492,0.087,6.51E-138,5,Bmp1
9630013A20Rik,8.38E-142,3.1965702,0.318,0.027,2.25E-137,5,9630013A20Rik
March1.1,1.09E-140,-2.032403217,0.36,0.787,2.92E-136,5,1-Mar
Ank3.2,2.01E-139,1.119940135,0.998,0.951,5.40E-135,5,Ank3
Dclre1c,2.38E-137,0.763645859,0.378,0.044,6.38E-133,5,Dclre1c
Diaph3,5.63E-130,0.773024775,0.28,0.015,1.51E-125,5,Diaph3
Prr5l.3,2.07E-128,-1.084193428,0.808,0.975,5.54E-124,5,Prr5l
Frmd4a.3,1.41E-127,4.027713441,0.396,0.302,3.78E-123,5,Frmd4a
Tshz3,1.57E-127,0.800112389,0.351,0.035,4.21E-123,5,Tshz3
Grm3.1,6.21E-127,-1.346869251,0.629,0.913,1.67E-122,5,Grm3
Abr,3.87E-125,1.906167583,0.302,0.033,1.04E-120,5,Abr
Sh3gl3.3,7.37E-122,1.450287012,0.805,0.297,1.98E-117,5,Sh3gl3
9530059O14Rik,1.29E-118,2.371641718,0.515,0.162,3.46E-114,5,9530059O14Rik
Bace1,5.63E-118,0.325463038,0.443,0.149,1.51E-113,5,Bace1
Adipor2.3,4.25E-116,-1.645660554,0.488,0.733,1.14E-111,5,Adipor2
Cux2,1.31E-115,0.852327213,0.477,0.099,3.50E-111,5,Cux2
Zdhhc20.3,6.28E-115,-1.576887363,0.43,0.72,1.69E-110,5,Zdhhc20
Agrn,6.37E-115,0.238105854,0.412,0.145,1.71E-110,5,Agrn
Sgk2,1.77E-114,0.644060527,0.443,0.105,4.75E-110,5,Sgk2
Morf4l1,6.92E-114,0.104427807,0.526,0.245,1.86E-109,5,Morf4l1
Capn5,1.93E-113,0.589920681,0.365,0.071,5.19E-109,5,Capn5
Cldn14,1.27E-112,1.585938989,0.485,0.077,3.41E-108,5,Cldn14
Pdcd6ip.1,2.09E-112,0.289958977,0.606,0.267,5.60E-108,5,Pdcd6ip
Sema3d,4.60E-112,0.762854921,0.271,0.019,1.24E-107,5,Sema3d
A230001M10Rik.1,7.67E-112,-2.040163616,0.199,0.646,2.06E-107,5,A230001M10Rik
Parvb,8.14E-112,1.264326776,0.432,0.059,2.18E-107,5,Parvb
Gm32633,4.41E-111,0.526023322,0.309,0.053,1.18E-106,5,Gm32633
Pik3r3,8.68E-110,2.745149551,0.553,0.146,2.33E-105,5,Pik3r3
Mgat5,1.12E-109,1.304594252,0.696,0.2,3.01E-105,5,Mgat5
Atp6v0a2,1.44E-109,0.849289039,0.456,0.095,3.87E-105,5,Atp6v0a2
Dazap1,1.98E-109,0.315893328,0.445,0.157,5.32E-105,5,Dazap1
Hip1r,2.62E-109,0.578210841,0.383,0.083,7.04E-105,5,Hip1r
Atat1,2.89E-109,0.435870154,0.362,0.086,7.77E-105,5,Atat1
Tsc22d1,4.74E-109,0.506323119,0.331,0.056,1.27E-104,5,Tsc22d1
Ncor2,7.64E-109,0.915405732,0.584,0.151,2.05E-104,5,Ncor2
Lima1,1.09E-108,0.727462849,0.365,0.061,2.93E-104,5,Lima1
Gm43915,1.51E-108,0.638014804,0.315,0.043,4.05E-104,5,Gm43915
Cntfr,6.75E-108,0.695603784,0.383,0.071,1.81E-103,5,Cntfr
Tcf7l1,2.02E-107,1.302900209,0.3,0.02,5.43E-103,5,Tcf7l1
Zfp827,3.23E-107,0.439541462,0.472,0.151,8.66E-103,5,Zfp827
Snap91,3.46E-107,0.55447585,0.49,0.141,9.28E-103,5,Snap91
Grik2.3,8.06E-107,1.111893358,0.975,0.812,2.16E-102,5,Grik2
Tnik.3,1.29E-106,1.853229303,0.698,0.239,3.46E-102,5,Tnik
Rnf122,1.46E-106,0.969313762,0.412,0.064,3.91E-102,5,Rnf122
Ccnjl,1.46E-106,0.794520122,0.412,0.081,3.93E-102,5,Ccnjl
Mbp.2,3.18E-106,0.698626546,1,0.993,8.53E-102,5,Mbp
Usp20,5.46E-106,0.618801926,0.349,0.063,1.47E-101,5,Usp20
Cnksr3,5.76E-106,2.479771956,0.362,0.071,1.55E-101,5,Cnksr3
Gm42439,3.61E-105,0.980130353,0.555,0.139,9.68E-101,5,Gm42439
Kirrel3.4,8.57E-105,1.222767222,0.971,0.582,2.30E-100,5,Kirrel3
Anln.3,1.08E-104,-2.190080278,0.092,0.536,2.89E-100,5,Anln
Bcar1,4.06E-104,0.563750413,0.566,0.199,1.09E-99,5,Bcar1
Hdac1,8.47E-104,0.198698691,0.345,0.121,2.27E-99,5,Hdac1
Nisch,1.06E-103,0.125362053,0.575,0.286,2.84E-99,5,Nisch
Lrrc4,2.38E-103,0.399589239,0.588,0.233,6.40E-99,5,Lrrc4
Pabpn1,3.25E-103,-0.186586923,0.517,0.318,8.72E-99,5,Pabpn1
Osbpl9,9.82E-103,0.513284894,0.535,0.181,2.64E-98,5,Osbpl9
Iffo1.1,1.71E-102,0.707451897,0.566,0.176,4.59E-98,5,Iffo1
Zmiz1,1.77E-102,0.701075252,0.528,0.151,4.76E-98,5,Zmiz1
Yeats2,2.04E-102,0.252481346,0.452,0.177,5.47E-98,5,Yeats2
Fam214a,2.95E-102,1.723246353,0.669,0.23,7.93E-98,5,Fam214a
Edil3,8.71E-102,-0.766014509,0.85,0.99,2.34E-97,5,Edil3
A330049N07Rik.3,1.33E-101,-2.069723296,0.105,0.527,3.57E-97,5,A330049N07Rik
Soga1,1.50E-101,0.707437065,0.62,0.211,4.03E-97,5,Soga1
Rps6kb2,1.61E-101,0.164922539,0.322,0.111,4.32E-97,5,Rps6kb2
Ss18,3.17E-101,0.208738524,0.432,0.173,8.51E-97,5,Ss18
Sema5a,5.19E-101,2.213408274,0.268,0.058,1.39E-96,5,Sema5a
Igsf8,6.26E-101,0.487473096,0.394,0.102,1.68E-96,5,Igsf8
Large1.2,7.22E-101,1.213493789,0.714,0.232,1.94E-96,5,Large1
E2f3,1.27E-100,0.587542646,0.253,0.025,3.40E-96,5,E2f3
Fchsd2,1.60E-100,0.399976142,0.342,0.081,4.30E-96,5,Fchsd2
4930420G21Rik.2,1.99E-100,-2.179377285,0.083,0.522,5.35E-96,5,4930420G21Rik
Cdc73,3.44E-100,0.16200379,0.499,0.229,9.24E-96,5,Cdc73
Tlk2,5.13E-100,0.245639176,0.497,0.208,1.38E-95,5,Tlk2
