MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:95816,Grik3,"glutamate receptor, ionotropic, kainate 3",4,,modulation of chemical synaptic transmission,,,IBA,PTN001826301 ,J:265628 
MGI:95816,Grik3,"glutamate receptor, ionotropic, kainate 3",4,,"negative regulation of synaptic transmission, glutamatergic",,,ISO,RGD:71027 ,J:155856 
MGI:95817,Grik4,"glutamate receptor, ionotropic, kainate 4",9,,modulation of chemical synaptic transmission,,,IBA,PTN001826301 ,J:265628 
MGI:95818,Grik5,"glutamate receptor, ionotropic, kainate 5 (gamma 2)",7,,modulation of chemical synaptic transmission,,,IBA,PTN001826301 ,J:265628 
MGI:95819,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",2,,positive regulation of excitatory postsynaptic potential,,,ISO,RGD:2736 ,J:155856 
MGI:95819,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",2,,"positive regulation of synaptic transmission, glutamatergic",,,ISO,RGD:2736 ,J:155856 
MGI:95819,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",2,,regulation of long-term neuronal synaptic plasticity,happens in hippocampus,,IMP,MGI:1928283 ,J:62289 
MGI:95819,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",2,,regulation of long-term neuronal synaptic plasticity,happens in hippocampus,,IMP,MGI:1928284 ,J:62289 
MGI:95819,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",2,,regulation of long-term neuronal synaptic plasticity,happens in dentate gyrus,,IMP,MGI:2448952 MGI:3611337 ,J:119834 
MGI:95819,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",2,,regulation of long-term neuronal synaptic plasticity,happens in corpus striatum,,IMP,MGI:3692441 ,J:115299 
MGI:95819,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",2,,regulation of neuronal synaptic plasticity,,,IMP,MGI:2178083 MGI:2181422 ,J:107871 
MGI:95819,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",2,,regulation of neuronal synaptic plasticity,,,NAS,,J:88689 
MGI:95819,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",2,,regulation of synaptic plasticity,,,IMP,MGI:1928279 ,J:37456 
MGI:95819,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",2,,regulation of synaptic plasticity,,,IMP,MGI:1928279 ,J:41316 
MGI:95819,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",2,,regulation of synaptic plasticity,,,IMP,MGI:1928279 MGI:2177650 ,J:37457 
MGI:95819,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",2,,regulation of synaptic plasticity,,,IMP,MGI:1928279 MGI:2177650 ,J:88689 
MGI:95820,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",16,,long-term synaptic potentiation,,,IBA,PTN000751216 ,J:265628 
MGI:95820,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",16,,long-term synaptic potentiation,,,IGI,MGI:109137 ,J:163089 
MGI:95820,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",16,,long-term synaptic potentiation,,,IGI,MGI:1346858 ,J:163089 
MGI:95820,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",16,,long-term synaptic potentiation,,,IGI,MGI:95821 ,J:163089 
MGI:95820,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",16,,long-term synaptic potentiation,,,IMP,,J:129729 
MGI:95820,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",16,,modulation of chemical synaptic transmission,,,IMP,,J:113959 
MGI:95820,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",16,,positive regulation of excitatory postsynaptic potential,,,ISO,RGD:2737 ,J:155856 
MGI:95820,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",16,,"positive regulation of synaptic transmission, glutamatergic",,,ISO,RGD:2737 ,J:155856 
MGI:95820,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",16,,regulation of long-term neuronal synaptic plasticity,,,ISO,RGD:2737 ,J:155856 
MGI:95820,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",16,,regulation of neuronal synaptic plasticity,,,NAS,,J:88689 
MGI:95820,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",16,,regulation of synaptic plasticity,,,IMP,,J:113959 
MGI:95821,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",6,,long-term synaptic potentiation,,,IBA,PTN000751216 ,J:265628 
MGI:95821,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",6,,long-term synaptic potentiation,,,IGI,MGI:95820 ,J:163089 
MGI:95821,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",6,,long-term synaptic potentiation,,,IMP,,J:129729 
MGI:95821,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",6,,positive regulation of excitatory postsynaptic potential,,,ISO,RGD:2738 ,J:155856 
MGI:95821,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",6,,positive regulation of synaptic transmission,,,ISO,RGD:2738 ,J:155856 
MGI:95821,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",6,,"positive regulation of synaptic transmission, glutamatergic",,,ISO,RGD:2738 ,J:155856 
MGI:95821,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",6,,regulation of long-term neuronal synaptic plasticity,,,ISO,RGD:2738 ,J:155856 
MGI:95821,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",6,,regulation of neuronal synaptic plasticity,,,NAS,,J:88689 
MGI:95821,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",6,,regulation of neuronal synaptic plasticity,,,TAS,,J:114138 
MGI:95821,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",6,,regulation of synaptic plasticity,,,IMP,MGI:3701351 ,J:119025 
MGI:95821,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",6,,regulation of synaptic plasticity,,,IMP,,J:107683 
MGI:95822,Grin2c,"glutamate receptor, ionotropic, NMDA2C (epsilon 3)",11,,long-term synaptic potentiation,,,IBA,PTN000751216 ,J:265628 
MGI:95822,Grin2c,"glutamate receptor, ionotropic, NMDA2C (epsilon 3)",11,,positive regulation of excitatory postsynaptic potential,,,ISO,RGD:2739 ,J:155856 
MGI:95822,Grin2c,"glutamate receptor, ionotropic, NMDA2C (epsilon 3)",11,,"positive regulation of synaptic transmission, glutamatergic",,,ISO,RGD:2739 ,J:155856 
MGI:95822,Grin2c,"glutamate receptor, ionotropic, NMDA2C (epsilon 3)",11,,regulation of neuronal synaptic plasticity,,,NAS,,J:88689 
MGI:95823,Grin2d,"glutamate receptor, ionotropic, NMDA2D (epsilon 4)",7,,long-term synaptic potentiation,,,IBA,PTN000751216 ,J:265628 
MGI:95823,Grin2d,"glutamate receptor, ionotropic, NMDA2D (epsilon 4)",7,,positive regulation of excitatory postsynaptic potential,,,ISO,RGD:2740 ,J:155856 
MGI:95823,Grin2d,"glutamate receptor, ionotropic, NMDA2D (epsilon 4)",7,,"positive regulation of synaptic transmission, glutamatergic",,,ISO,RGD:2740 ,J:155856 
MGI:95823,Grin2d,"glutamate receptor, ionotropic, NMDA2D (epsilon 4)",7,,regulation of neuronal synaptic plasticity,,,NAS,,J:88689 
MGI:1933206,Grin3a,"glutamate receptor ionotropic, NMDA3A",4,,modulation of chemical synaptic transmission,,,IBA,PTN001826301 ,J:265628 
MGI:1933206,Grin3a,"glutamate receptor ionotropic, NMDA3A",4,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in UBERON:0001950",,IDA,,J:253352 
MGI:1933206,Grin3a,"glutamate receptor ionotropic, NMDA3A",4,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in UBERON:0001950",,IMP,,J:253352 
MGI:2150393,Grin3b,"glutamate receptor, ionotropic, NMDA3B",10,,modulation of chemical synaptic transmission,,,IBA,PTN001826301 ,J:265628 
MGI:1921303,Grip1,glutamate receptor interacting protein 1,10,,regulation of synaptic scaling,,,ISO,RGD:621667 ,J:155856 
MGI:2681173,Grip2,glutamate receptor interacting protein 2,6,,positive regulation of excitatory postsynaptic potential,,,ISO,RGD:621668 ,J:155856 
MGI:87940,Grk2,G protein-coupled receptor kinase 2,19,,positive regulation of excitatory postsynaptic potential,,,ISO,RGD:2062 ,J:155856 
MGI:1351338,Grm1,"glutamate receptor, metabotropic 1",10,,"regulation of synaptic transmission, glutamatergic",,,IBA,PTN001173581 ,J:265628 
MGI:1351338,Grm1,"glutamate receptor, metabotropic 1",10,,"regulation of synaptic transmission, glutamatergic",,,ISO,RGD:2742 ,J:155856 
MGI:1351339,Grm2,"glutamate receptor, metabotropic 2",9,,long-term synaptic depression,"happens in hippocampus CA3,happens in hippocampal mossy fiber to CA3 synapse",,IMP,MGI:1857988 ,J:34606 
MGI:1351339,Grm2,"glutamate receptor, metabotropic 2",9,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in thalamus",,EXP,,J:283385 
MGI:1351339,Grm2,"glutamate receptor, metabotropic 2",9,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in thalamus",,IDA,,J:283385 
MGI:1351339,Grm2,"glutamate receptor, metabotropic 2",9,,"regulation of synaptic transmission, glutamatergic",,,IBA,PTN001173581 ,J:265628 
MGI:1351340,Grm3,"glutamate receptor, metabotropic 3",5,,modulation of chemical synaptic transmission,,,ISO,RGD:2744 ,J:155856 
MGI:1351340,Grm3,"glutamate receptor, metabotropic 3",5,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in thalamus",,EXP,,J:283385 
MGI:1351340,Grm3,"glutamate receptor, metabotropic 3",5,,postsynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in thalamus",,IDA,,J:283385 
MGI:1351340,Grm3,"glutamate receptor, metabotropic 3",5,,"regulation of synaptic transmission, glutamatergic",,,IBA,PTN001173581 ,J:265628 
MGI:1351341,Grm4,"glutamate receptor, metabotropic 4",17,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebellum,happens in parallel fiber to Purkinje cell synapse",,EXP,,J:35793 
MGI:1351341,Grm4,"glutamate receptor, metabotropic 4",17,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebellum,happens in parallel fiber to Purkinje cell synapse",,IDA,,J:35793 
MGI:1351341,Grm4,"glutamate receptor, metabotropic 4",17,,presynaptic modulation of chemical synaptic transmission,"happens in parallel fiber to Purkinje cell synapse,happens in glutamatergic synapse,happens in cerebellum",,IMP,,J:35793 
MGI:1351341,Grm4,"glutamate receptor, metabotropic 4",17,,"regulation of synaptic transmission, glutamatergic",,,IBA,PTN001173581 ,J:265628 
MGI:1351342,Grm5,"glutamate receptor, metabotropic 5",7,,modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IDA,,J:103903 
MGI:1351342,Grm5,"glutamate receptor, metabotropic 5",7,,modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IMP,,J:103903 
MGI:1351342,Grm5,"glutamate receptor, metabotropic 5",7,,positive regulation of long-term neuronal synaptic plasticity,,,ISO,RGD:2746 ,J:155856 
MGI:1351342,Grm5,"glutamate receptor, metabotropic 5",7,,regulation of long-term neuronal synaptic plasticity,happens in hippocampus CA1,,IMP,MGI:1857437 ,J:112751 
MGI:1351342,Grm5,"glutamate receptor, metabotropic 5",7,,"regulation of synaptic transmission, glutamatergic",,,IBA,PTN001173581 ,J:265628 
MGI:1351342,Grm5,"glutamate receptor, metabotropic 5",7,,"trans-synaptic signaling by endocannabinoid, modulating synaptic transmission",,,IBA,PTN002780770 ,J:265628 
MGI:1351342,Grm5,"glutamate receptor, metabotropic 5",7,,"trans-synaptic signaling by endocannabinoid, modulating synaptic transmission",,,ISO,RGD:2746 ,J:155856 
MGI:1351343,Grm6,"glutamate receptor, metabotropic 6",11,,"regulation of synaptic transmission, glutamatergic",,,IBA,PTN001173581 ,J:265628 
MGI:1351344,Grm7,"glutamate receptor, metabotropic 7",6,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebellum",,EXP,,J:114768 
MGI:1351344,Grm7,"glutamate receptor, metabotropic 7",6,,presynaptic modulation of chemical synaptic transmission,"happens in glutamatergic synapse,happens in cerebellum",,IDA,,J:114768 
MGI:1351344,Grm7,"glutamate receptor, metabotropic 7",6,,"regulation of synaptic transmission, glutamatergic",,,IBA,PTN001173581 ,J:265628 
MGI:1351345,Grm8,"glutamate receptor, metabotropic 8",6,,presynaptic modulation of chemical synaptic transmission,,,ISO,RGD:619858 ,J:155856 
MGI:1351345,Grm8,"glutamate receptor, metabotropic 8",6,,regulation of neurotransmitter secretion,,,ISO,RGD:619858 ,J:155856 
MGI:1351345,Grm8,"glutamate receptor, metabotropic 8",6,,"regulation of synaptic transmission, glutamatergic",,,IBA,PTN001173581 ,J:265628 
MGI:1861437,Gsk3b,glycogen synthase kinase 3 beta,16,,positive regulation of excitatory postsynaptic potential,,,ISO,RGD:70982 ,J:155856 
MGI:1861437,Gsk3b,glycogen synthase kinase 3 beta,16,,presynaptic modulation of chemical synaptic transmission,,,ISO,P49841 ,J:164563 
MGI:1861437,Gsk3b,glycogen synthase kinase 3 beta,16,,regulation of long-term synaptic potentiation,,,IMP,,J:273508 
MGI:1861437,Gsk3b,glycogen synthase kinase 3 beta,16,,regulation of neuronal synaptic plasticity,,,ISO,RGD:70982 ,J:155856 
MGI:1926562,Gucy1a1,"guanylate cyclase 1, soluble, alpha 1",3,,"retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission","happens in glutamatergic synapse,happens in UBERON:0001950,happens in GABA-ergic synapse,happens in UBERON:0001950",,IDA,,J:249777 
MGI:1926562,Gucy1a1,"guanylate cyclase 1, soluble, alpha 1",3,,"retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission","happens in glutamatergic synapse,happens in UBERON:0001950,happens in GABA-ergic synapse,happens in UBERON:0001950",,IMP,,J:249777 
MGI:1860604,Gucy1b1,"guanylate cyclase 1, soluble, beta 1",3,,"trans-synaptic signaling by nitric oxide, modulating synaptic transmission","happens in inhibitory synapse,happens in medium spiny neuron",,IMP,,J:216726 
MGI:1261831,Hap1,huntingtin-associated protein 1,11,,"positive regulation of synaptic transmission, GABAergic",,,ISO,RGD:68327 ,J:155856 
MGI:1096392,Hcn1,hyperpolarization activated cyclic nucleotide gated potassium channel 1,13,,"negative regulation of synaptic transmission, glutamatergic",,,IDA,,J:172304 
MGI:1202306,Hcrt,hypocretin,11,,regulation of neurotransmitter secretion,,,IBA,PTN002689309 ,J:265628 
MGI:1202306,Hcrt,hypocretin,11,,regulation of neurotransmitter secretion,,,ISO,RGD:2786 ,J:155856 
MGI:1099804,Hip1,huntingtin interacting protein 1,5,,presynaptic modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IDA,,J:125695 
MGI:1099804,Hip1,huntingtin interacting protein 1,5,,presynaptic modulation of chemical synaptic transmission,happens in Schaffer collateral - CA1 synapse,,IMP,,J:125695 
MGI:96159,Hmgcr,3-hydroxy-3-methylglutaryl-Coenzyme A reductase,13,,long-term synaptic potentiation,,,IGI,MGI:97306 ,J:103691 
MGI:99894,Hnrnpk,heterogeneous nuclear ribonucleoprotein K,13,,modulation of chemical synaptic transmission,,,ISO,RGD:71058 ,J:155856 
MGI:99894,Hnrnpk,heterogeneous nuclear ribonucleoprotein K,13,,positive regulation of long-term synaptic potentiation,,,ISO,RGD:71058 ,J:155856 
MGI:99894,Hnrnpk,heterogeneous nuclear ribonucleoprotein K,13,,positive regulation of synaptic transmission,,,ISO,RGD:71058 ,J:155856 
MGI:1347345,Homer1,homer scaffolding protein 1,13,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in cerebellum",,IDA,,J:263483 
MGI:1347345,Homer1,homer scaffolding protein 1,13,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in cerebellum",,IMP,,J:263483 
MGI:1347345,Homer1,homer scaffolding protein 1,13,,regulation of postsynaptic neurotransmitter receptor activity,"happens in glutamatergic synapse,happens in cerebellum",,IPI,,J:263483 
MGI:1347345,Homer1,homer scaffolding protein 1,13,,"regulation of synaptic transmission, glutamatergic",,,ISO,RGD:628725 ,J:155856 
MGI:1347359,Homer3,homer scaffolding protein 3,8,,regulation of postsynaptic neurotransmitter receptor activity,,,IDA,,J:263483 
MGI:1347359,Homer3,homer scaffolding protein 3,8,,regulation of postsynaptic neurotransmitter receptor activity,,,IMP,,J:263483 
MGI:96224,Hras,Harvey rat sarcoma virus oncogene,7,,regulation of long-term neuronal synaptic plasticity,happens in hippocampus CA1,,IMP,MGI:3580632 ,J:98903 
MGI:107619,Hrh1,histamine receptor H1,6,,regulation of synaptic plasticity,,,IMP,MGI:2182945 ,J:119930 
MGI:108482,Hrh2,histamine receptor H2,13,,regulation of synaptic plasticity,,,IMP,MGI:2182949 ,J:119930 
MGI:96273,Htr1a,5-hydroxytryptamine (serotonin) receptor 1A,13,,presynaptic modulation of chemical synaptic transmission,,,ISO,RGD:2845 ,J:155856 
MGI:96274,Htr1b,5-hydroxytryptamine (serotonin) receptor 1B,9,,"negative regulation of synaptic transmission, GABAergic",,,ISO,RGD:2846 ,J:155856 
MGI:96274,Htr1b,5-hydroxytryptamine (serotonin) receptor 1B,9,,"negative regulation of synaptic transmission, glutamatergic",,,ISO,RGD:2846 ,J:155856 
MGI:96274,Htr1b,5-hydroxytryptamine (serotonin) receptor 1B,9,,presynaptic modulation of chemical synaptic transmission,,,ISO,RGD:2846 ,J:155856 
MGI:96274,Htr1b,5-hydroxytryptamine (serotonin) receptor 1B,9,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:2846 ,J:155856 
MGI:96276,Htr1d,5-hydroxytryptamine (serotonin) receptor 1D,4,,regulation of synaptic vesicle exocytosis,,,ISO,RGD:2847 ,J:155856 
